,person_age,person_gender,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,credit_score,previous_loan_defaults_on_file,loan_status
13625,26.0,male,114637.0,4,MORTGAGE,15000.0,VENTURE,15.96,0.13,603,No,0
13626,21.0,female,53438.0,0,RENT,12875.0,EDUCATION,15.31,0.24,678,No,1
13627,22.0,male,114994.0,1,MORTGAGE,7200.0,DEBTCONSOLIDATION,11.49,0.06,577,Yes,0
13628,24.0,male,70669.0,1,RENT,12950.0,HOMEIMPROVEMENT,11.01,0.18,670,No,0
13629,22.0,male,61012.0,0,RENT,13000.0,DEBTCONSOLIDATION,12.42,0.21,558,Yes,0
13630,23.0,female,115190.0,0,MORTGAGE,7200.0,MEDICAL,14.79,0.06,613,No,0
13631,23.0,male,53648.0,0,RENT,13000.0,EDUCATION,18.39,0.24,679,No,1
13632,22.0,female,60937.0,0,RENT,13000.0,MEDICAL,12.23,0.21,633,No,0
13633,26.0,female,60875.0,2,RENT,13000.0,HOMEIMPROVEMENT,11.01,0.21,609,Yes,0
13634,22.0,male,41624.0,0,OWN,13750.0,EDUCATION,6.92,0.33,665,No,0
13635,26.0,female,115058.0,4,MORTGAGE,24000.0,PERSONAL,10.99,0.21,695,Yes,0
13636,23.0,female,53867.0,0,RENT,13000.0,HOMEIMPROVEMENT,17.26,0.24,611,No,1
13637,23.0,female,115033.0,3,MORTGAGE,12000.0,VENTURE,11.99,0.1,684,No,0
13638,26.0,female,60822.0,3,RENT,13000.0,MEDICAL,12.09,0.21,597,Yes,0
13639,26.0,female,114710.0,1,MORTGAGE,25000.0,EDUCATION,16.89,0.22,706,Yes,0
13640,24.0,female,56305.0,3,RENT,13000.0,MEDICAL,13.47,0.23,628,No,1
13641,24.0,male,100751.0,0,MORTGAGE,28000.0,DEBTCONSOLIDATION,16.49,0.28,680,No,1
13642,24.0,female,115044.0,4,MORTGAGE,35000.0,DEBTCONSOLIDATION,11.99,0.3,620,Yes,0
13643,25.0,male,63556.0,4,RENT,13000.0,PERSONAL,15.31,0.2,644,Yes,0
13644,25.0,male,114766.0,6,MORTGAGE,18000.0,VENTURE,10.99,0.16,638,No,0
13645,22.0,female,115024.0,2,MORTGAGE,10400.0,EDUCATION,5.42,0.09,684,Yes,0
13646,22.0,female,63594.0,0,RENT,13000.0,VENTURE,8.94,0.2,622,No,0
13647,23.0,female,114997.0,0,MORTGAGE,9950.0,MEDICAL,8.49,0.09,625,Yes,0
13648,24.0,male,114825.0,2,MORTGAGE,5750.0,MEDICAL,11.01,0.05,619,Yes,0
13649,22.0,male,58473.0,0,RENT,13000.0,HOMEIMPROVEMENT,7.88,0.22,624,No,1
13650,22.0,male,115010.0,0,MORTGAGE,5000.0,MEDICAL,10.59,0.04,614,Yes,0
13651,25.0,male,114897.0,6,MORTGAGE,15000.0,DEBTCONSOLIDATION,11.49,0.13,645,Yes,0
13652,24.0,male,114696.0,5,OWN,10000.0,HOMEIMPROVEMENT,15.23,0.09,593,Yes,0
13653,26.0,male,66241.0,3,RENT,13000.0,HOMEIMPROVEMENT,17.93,0.2,694,Yes,0
13654,22.0,female,115427.0,0,MORTGAGE,9000.0,MEDICAL,8.49,0.08,687,Yes,0
13655,25.0,male,67054.0,2,RENT,13000.0,HOMEIMPROVEMENT,7.51,0.19,603,Yes,0
13656,23.0,female,114931.0,0,MORTGAGE,20000.0,EDUCATION,14.17,0.17,592,Yes,0
13657,22.0,female,41330.0,0,OWN,12000.0,PERSONAL,13.06,0.29,652,Yes,0
13658,23.0,male,100686.0,5,MORTGAGE,24175.0,EDUCATION,11.11,0.24,644,No,1
13659,26.0,female,114788.0,4,MORTGAGE,15000.0,VENTURE,10.37,0.13,561,Yes,0
13660,24.0,female,68259.0,1,RENT,13000.0,DEBTCONSOLIDATION,11.83,0.19,635,Yes,0
13661,24.0,male,115185.0,6,OWN,4800.0,PERSONAL,13.43,0.04,597,Yes,0
13662,23.0,male,41180.0,1,OWN,4000.0,VENTURE,5.79,0.1,694,Yes,0
13663,23.0,female,114581.0,0,MORTGAGE,4500.0,DEBTCONSOLIDATION,6.92,0.04,692,No,0
13664,26.0,female,114740.0,2,MORTGAGE,17000.0,VENTURE,15.65,0.15,612,Yes,0
13665,25.0,male,114931.0,2,MORTGAGE,6800.0,EDUCATION,9.63,0.06,495,Yes,0
13666,22.0,female,73126.0,0,RENT,13000.0,VENTURE,9.99,0.18,499,Yes,0
13667,21.0,female,41456.0,0,OWN,9600.0,PERSONAL,13.98,0.23,715,Yes,0
13668,24.0,male,115105.0,0,MORTGAGE,12000.0,MEDICAL,10.36,0.1,665,No,0
13669,22.0,male,115378.0,0,MORTGAGE,6875.0,MEDICAL,6.54,0.06,683,No,0
13670,22.0,male,73170.0,0,RENT,13000.0,DEBTCONSOLIDATION,8.94,0.18,663,Yes,0
13671,25.0,female,75437.0,0,RENT,13000.0,HOMEIMPROVEMENT,6.91,0.17,583,Yes,0
13672,24.0,male,41190.0,0,OWN,2500.0,VENTURE,6.39,0.06,669,Yes,0
13673,22.0,female,115036.0,0,MORTGAGE,7200.0,EDUCATION,12.23,0.06,514,Yes,0
13674,21.0,male,41208.0,0,OWN,10000.0,MEDICAL,7.88,0.24,676,Yes,0
13675,26.0,female,114996.0,1,MORTGAGE,7275.0,EDUCATION,6.91,0.06,628,No,0
13676,22.0,female,77584.0,0,RENT,13000.0,EDUCATION,14.11,0.17,612,Yes,0
13677,24.0,male,114985.0,6,OWN,25000.0,EDUCATION,16.32,0.22,645,No,0
13678,21.0,male,41573.0,0,OWN,3000.0,VENTURE,11.83,0.07,582,Yes,0
13679,24.0,male,79213.0,1,RENT,13000.0,EDUCATION,13.49,0.16,686,Yes,0
13680,23.0,female,115006.0,4,MORTGAGE,4000.0,VENTURE,7.88,0.03,651,No,0
13681,22.0,female,79076.0,0,RENT,13000.0,EDUCATION,11.01,0.16,663,Yes,0
13682,22.0,male,114914.0,0,MORTGAGE,12000.0,MEDICAL,7.51,0.1,594,No,0
13683,24.0,male,78949.0,4,RENT,13000.0,VENTURE,11.01,0.16,579,Yes,0
13684,24.0,female,115142.0,5,MORTGAGE,18000.0,HOMEIMPROVEMENT,7.88,0.16,569,No,0
13685,25.0,female,115077.0,1,MORTGAGE,6500.0,EDUCATION,7.14,0.06,536,Yes,0
13686,23.0,male,73082.0,0,RENT,13000.0,MEDICAL,7.66,0.18,613,No,1
13687,21.0,male,114698.0,1,MORTGAGE,15000.0,VENTURE,11.01,0.13,706,No,0
13688,24.0,female,81930.0,1,RENT,13000.0,VENTURE,13.98,0.16,647,No,0
13689,26.0,male,114990.0,3,MORTGAGE,20000.0,EDUCATION,14.96,0.17,714,No,0
13690,26.0,male,114761.0,0,MORTGAGE,5000.0,VENTURE,9.88,0.04,533,Yes,0
13691,24.0,male,114885.0,5,MORTGAGE,16000.0,VENTURE,15.33,0.14,591,No,0
13692,23.0,male,114830.0,1,MORTGAGE,15000.0,EDUCATION,12.73,0.13,615,Yes,0
13693,24.0,male,114880.0,3,MORTGAGE,20000.0,VENTURE,10.62,0.17,538,Yes,0
13694,24.0,male,114980.0,1,MORTGAGE,5000.0,EDUCATION,7.88,0.04,632,No,0
13695,23.0,male,84952.0,1,RENT,13000.0,EDUCATION,11.58,0.15,583,Yes,0
13696,22.0,male,115033.0,0,MORTGAGE,12000.0,DEBTCONSOLIDATION,10.99,0.1,569,Yes,0
13697,23.0,male,114924.0,3,OWN,10900.0,EDUCATION,7.74,0.09,601,Yes,0
13698,24.0,male,85290.0,3,RENT,13000.0,HOMEIMPROVEMENT,7.9,0.15,575,Yes,0
13699,26.0,female,114758.0,2,OWN,1000.0,MEDICAL,8.94,0.01,621,No,0
13700,23.0,female,115220.0,1,MORTGAGE,25000.0,PERSONAL,18.78,0.22,541,Yes,0
13701,24.0,female,85126.0,0,RENT,13000.0,DEBTCONSOLIDATION,10.0,0.15,702,No,0
13702,26.0,male,114814.0,5,OWN,8000.0,EDUCATION,11.01,0.07,683,Yes,0
13703,23.0,male,114604.0,3,MORTGAGE,14400.0,EDUCATION,11.83,0.13,707,No,0
13704,23.0,male,100593.0,2,MORTGAGE,20000.0,EDUCATION,11.83,0.2,687,No,1
13705,23.0,male,100591.0,0,MORTGAGE,5000.0,DEBTCONSOLIDATION,14.61,0.05,585,No,1
13706,24.0,female,90923.0,4,RENT,13000.0,HOMEIMPROVEMENT,10.99,0.14,540,Yes,0
13707,21.0,male,101006.0,0,MORTGAGE,15000.0,PERSONAL,12.84,0.15,575,No,1
13708,23.0,female,114914.0,0,MORTGAGE,6000.0,PERSONAL,7.68,0.05,680,No,0
13709,25.0,male,115065.0,4,MORTGAGE,4000.0,VENTURE,8.0,0.03,640,No,0
13710,23.0,female,91154.0,0,RENT,13000.0,DEBTCONSOLIDATION,6.91,0.14,675,No,0
13711,21.0,female,40727.0,0,OWN,12000.0,VENTURE,11.48,0.29,525,Yes,0
13712,23.0,female,40862.0,0,OWN,5000.0,EDUCATION,8.59,0.12,697,Yes,0
13713,25.0,female,91237.0,4,RENT,13000.0,DEBTCONSOLIDATION,11.48,0.14,690,Yes,0
13714,23.0,male,92447.0,3,RENT,13000.0,MEDICAL,11.01,0.14,699,Yes,0
13715,22.0,male,115457.0,2,MORTGAGE,10000.0,PERSONAL,9.07,0.09,579,Yes,0
13716,24.0,male,115263.0,3,MORTGAGE,25000.0,PERSONAL,10.08,0.22,541,Yes,0
13717,25.0,female,101100.0,2,RENT,13000.0,PERSONAL,11.71,0.13,526,Yes,0
13718,24.0,male,101811.0,4,RENT,13000.0,MEDICAL,11.83,0.13,510,Yes,0
13719,25.0,male,115110.0,0,MORTGAGE,5000.0,PERSONAL,7.43,0.04,651,Yes,0
13720,25.0,female,114838.0,2,OWN,2800.0,EDUCATION,9.91,0.02,603,Yes,0
13721,23.0,male,104203.0,0,RENT,13000.0,EDUCATION,10.62,0.12,678,Yes,0
13722,21.0,male,100880.0,2,MORTGAGE,10000.0,DEBTCONSOLIDATION,15.28,0.1,648,No,1
13723,24.0,female,115267.0,0,MORTGAGE,18000.0,MEDICAL,13.35,0.16,666,Yes,0
13724,25.0,male,105177.0,3,RENT,13000.0,DEBTCONSOLIDATION,7.29,0.12,599,No,0
13725,26.0,female,114856.0,5,MORTGAGE,24250.0,HOMEIMPROVEMENT,8.88,0.21,662,Yes,0
13726,24.0,male,115197.0,2,MORTGAGE,16000.0,VENTURE,5.79,0.14,543,Yes,0
13727,23.0,female,108937.0,1,RENT,13000.0,DEBTCONSOLIDATION,12.73,0.12,558,Yes,0
13728,25.0,male,115510.0,4,MORTGAGE,18000.0,EDUCATION,7.51,0.16,645,Yes,0
13729,23.0,female,114940.0,2,MORTGAGE,10000.0,VENTURE,7.51,0.09,546,Yes,0
13730,22.0,female,114854.0,0,OWN,7200.0,EDUCATION,10.95,0.06,646,No,0
13731,24.0,female,109155.0,5,RENT,13000.0,PERSONAL,8.94,0.12,588,No,0
13732,25.0,female,115024.0,3,MORTGAGE,18000.0,PERSONAL,14.72,0.16,507,Yes,0
13733,24.0,female,101004.0,0,MORTGAGE,6000.0,DEBTCONSOLIDATION,9.32,0.06,598,No,1
13734,23.0,female,115216.0,1,OWN,4325.0,VENTURE,7.74,0.04,601,No,0
13735,21.0,male,115615.0,0,MORTGAGE,12000.0,PERSONAL,5.42,0.1,553,Yes,0
13736,26.0,female,115542.0,3,MORTGAGE,5000.0,PERSONAL,12.68,0.04,575,Yes,0
13737,26.0,male,84951.0,1,RENT,13000.0,MEDICAL,14.42,0.15,554,No,1
13738,24.0,female,133070.0,0,RENT,13000.0,DEBTCONSOLIDATION,8.9,0.1,553,Yes,0
13739,26.0,female,133673.0,6,RENT,13000.0,EDUCATION,7.9,0.1,595,Yes,0
13740,24.0,female,115741.0,2,MORTGAGE,6000.0,VENTURE,10.99,0.05,575,No,0
13741,23.0,male,115803.0,0,MORTGAGE,13500.0,EDUCATION,14.96,0.12,687,No,0
13742,24.0,male,109387.0,3,RENT,13000.0,MEDICAL,12.69,0.12,587,No,1
13743,24.0,female,40614.0,4,OWN,14000.0,VENTURE,11.01,0.34,682,No,0
13744,23.0,male,145027.0,1,RENT,13000.0,PERSONAL,11.71,0.09,617,No,0
13745,26.0,male,130482.0,5,RENT,13000.0,HOMEIMPROVEMENT,15.99,0.1,691,No,1
13746,24.0,male,101355.0,0,MORTGAGE,16000.0,DEBTCONSOLIDATION,16.07,0.16,651,No,1
13747,25.0,male,115980.0,0,MORTGAGE,21000.0,HOMEIMPROVEMENT,14.65,0.18,629,Yes,0
13748,24.0,male,116011.0,0,MORTGAGE,35000.0,HOMEIMPROVEMENT,7.9,0.3,604,No,0
13749,25.0,male,116318.0,7,MORTGAGE,10925.0,VENTURE,12.69,0.09,640,Yes,0
13750,22.0,female,86581.0,0,MORTGAGE,21600.0,MEDICAL,15.27,0.25,616,No,1
13751,22.0,male,115835.0,0,MORTGAGE,3000.0,EDUCATION,7.9,0.03,686,Yes,0
13752,22.0,male,116091.0,0,MORTGAGE,5500.0,EDUCATION,12.69,0.05,641,Yes,0
13753,25.0,female,116543.0,1,MORTGAGE,35000.0,PERSONAL,18.25,0.3,681,Yes,0
13754,22.0,male,116201.0,0,MORTGAGE,6000.0,EDUCATION,13.49,0.05,723,Yes,0
13755,23.0,male,116212.0,0,MORTGAGE,9000.0,PERSONAL,6.62,0.08,573,No,0
13756,25.0,male,115907.0,5,MORTGAGE,14000.0,MEDICAL,6.03,0.12,641,No,0
13757,23.0,female,115808.0,1,MORTGAGE,1500.0,PERSONAL,6.62,0.01,688,Yes,0
13758,26.0,female,116007.0,2,MORTGAGE,24000.0,HOMEIMPROVEMENT,19.42,0.21,658,Yes,0
13759,25.0,female,70451.0,2,RENT,13600.0,MEDICAL,9.99,0.19,593,Yes,0
13760,24.0,female,115896.0,2,MORTGAGE,5000.0,DEBTCONSOLIDATION,8.9,0.04,680,Yes,0
13761,25.0,male,116346.0,2,MORTGAGE,35000.0,DEBTCONSOLIDATION,7.49,0.3,628,No,0
13762,25.0,female,82635.0,6,RENT,13600.0,DEBTCONSOLIDATION,10.0,0.16,592,No,0
13763,22.0,male,85236.0,0,RENT,13600.0,PERSONAL,7.29,0.16,548,Yes,0
13764,24.0,male,116242.0,0,MORTGAGE,4800.0,HOMEIMPROVEMENT,11.99,0.04,630,No,0
13765,26.0,male,116407.0,2,MORTGAGE,10000.0,PERSONAL,5.42,0.09,691,No,0
13766,22.0,male,84985.0,0,RENT,13600.0,PERSONAL,12.21,0.16,563,Yes,0
13767,25.0,female,88800.0,7,RENT,13600.0,PERSONAL,11.99,0.15,620,No,0
13768,23.0,male,95293.0,1,RENT,13600.0,PERSONAL,9.88,0.14,612,Yes,0
13769,25.0,male,116063.0,3,MORTGAGE,20000.0,VENTURE,6.99,0.17,659,Yes,0
13770,23.0,female,116305.0,0,MORTGAGE,12000.0,MEDICAL,7.49,0.1,579,Yes,0
13771,24.0,male,116332.0,0,MORTGAGE,11000.0,HOMEIMPROVEMENT,5.99,0.09,636,Yes,0
13772,23.0,male,103036.0,0,RENT,13600.0,PERSONAL,6.03,0.13,678,No,0
13773,24.0,male,116410.0,0,MORTGAGE,12000.0,VENTURE,5.42,0.1,630,Yes,0
13774,25.0,male,40857.0,1,OWN,8000.0,VENTURE,10.38,0.2,660,No,0
13775,23.0,female,116607.0,3,OWN,8000.0,MEDICAL,13.49,0.07,668,No,0
13776,24.0,male,116171.0,1,MORTGAGE,4200.0,VENTURE,5.99,0.04,512,Yes,0
13777,26.0,male,78751.0,3,RENT,13625.0,MEDICAL,11.01,0.17,608,Yes,0
13778,23.0,female,116252.0,4,MORTGAGE,4000.0,EDUCATION,5.42,0.03,588,Yes,0
13779,23.0,female,115855.0,0,MORTGAGE,10000.0,EDUCATION,7.49,0.09,614,No,0
13780,22.0,female,116107.0,0,MORTGAGE,9000.0,EDUCATION,7.49,0.08,597,Yes,0
13781,25.0,female,40522.0,3,RENT,13650.0,DEBTCONSOLIDATION,16.35,0.34,663,No,1
13782,21.0,male,40477.0,0,OWN,11000.0,EDUCATION,13.11,0.27,686,Yes,0
13783,24.0,male,115857.0,2,MORTGAGE,4200.0,VENTURE,11.01,0.04,650,Yes,0
13784,24.0,male,40642.0,2,OWN,8000.0,VENTURE,14.26,0.2,665,Yes,0
13785,21.0,female,41129.0,0,OWN,5000.0,EDUCATION,14.61,0.12,664,No,0
13786,25.0,male,102001.0,2,MORTGAGE,5000.0,DEBTCONSOLIDATION,16.02,0.05,704,No,1
13787,26.0,male,116338.0,2,MORTGAGE,20000.0,MEDICAL,11.11,0.17,621,Yes,0
13788,23.0,female,116119.0,0,MORTGAGE,7000.0,PERSONAL,5.79,0.06,585,No,0
13789,26.0,male,116156.0,5,MORTGAGE,11625.0,VENTURE,10.0,0.1,488,Yes,0
13790,26.0,male,116010.0,2,MORTGAGE,8000.0,VENTURE,7.29,0.07,582,Yes,0
13791,22.0,male,116274.0,0,MORTGAGE,25000.0,VENTURE,13.8,0.22,654,Yes,0
13792,23.0,male,115932.0,3,MORTGAGE,20000.0,VENTURE,11.11,0.17,668,No,0
13793,23.0,female,40125.0,0,OWN,3600.0,VENTURE,11.58,0.09,587,Yes,0
13794,25.0,female,55089.0,2,RENT,13650.0,MEDICAL,18.79,0.25,624,No,1
13795,25.0,male,116163.0,5,MORTGAGE,18250.0,DEBTCONSOLIDATION,11.11,0.16,561,Yes,0
13796,25.0,male,86581.0,3,MORTGAGE,25000.0,MEDICAL,14.09,0.29,681,No,1
13797,22.0,male,116122.0,0,MORTGAGE,12000.0,EDUCATION,11.01,0.1,625,No,0
13798,26.0,male,116473.0,1,MORTGAGE,16000.0,HOMEIMPROVEMENT,5.79,0.14,634,Yes,0
13799,21.0,male,36735.0,2,RENT,13750.0,DEBTCONSOLIDATION,15.05,0.37,678,No,1
13800,25.0,male,43218.0,5,RENT,13750.0,DEBTCONSOLIDATION,7.51,0.32,554,No,1
13801,25.0,female,101624.0,0,MORTGAGE,3500.0,PERSONAL,14.84,0.03,558,No,1
13802,22.0,female,115708.0,0,MORTGAGE,20000.0,EDUCATION,7.88,0.17,635,No,0
13803,26.0,female,40406.0,4,OWN,10000.0,MEDICAL,8.49,0.25,644,Yes,0
13804,22.0,female,65250.0,0,RENT,13750.0,EDUCATION,14.96,0.21,611,Yes,0
13805,23.0,female,116273.0,0,MORTGAGE,5000.0,VENTURE,10.38,0.04,568,No,0
13806,21.0,male,40542.0,0,OWN,2500.0,VENTURE,13.61,0.06,651,Yes,0
13807,23.0,male,40325.0,4,OWN,8000.0,VENTURE,7.29,0.2,453,Yes,0
13808,22.0,male,116129.0,0,MORTGAGE,8000.0,VENTURE,7.88,0.07,585,Yes,0
13809,24.0,male,115979.0,1,MORTGAGE,15000.0,DEBTCONSOLIDATION,7.51,0.13,560,No,0
13810,22.0,female,40155.0,2,OWN,7000.0,VENTURE,11.78,0.17,710,No,0
13811,23.0,male,116533.0,0,MORTGAGE,5000.0,DEBTCONSOLIDATION,7.51,0.04,671,Yes,0
13812,24.0,female,39955.0,0,OWN,4200.0,EDUCATION,7.29,0.11,610,Yes,0
13813,24.0,male,116330.0,0,MORTGAGE,2000.0,MEDICAL,10.38,0.02,645,Yes,0
13814,24.0,female,95797.0,2,RENT,13800.0,HOMEIMPROVEMENT,8.49,0.14,725,No,0
13815,25.0,male,97722.0,3,RENT,13800.0,PERSONAL,11.99,0.14,546,Yes,0
13816,25.0,female,116501.0,4,MORTGAGE,20000.0,EDUCATION,11.01,0.17,580,Yes,0
13817,25.0,female,116369.0,4,OWN,4000.0,EDUCATION,9.88,0.03,521,Yes,0
13818,24.0,male,127178.0,0,RENT,13800.0,VENTURE,7.66,0.11,553,No,0
13819,22.0,male,116172.0,0,MORTGAGE,5000.0,VENTURE,10.99,0.04,531,Yes,0
13820,26.0,female,115829.0,1,MORTGAGE,12000.0,EDUCATION,13.11,0.1,553,Yes,0
13821,23.0,female,116359.0,2,MORTGAGE,20000.0,EDUCATION,10.99,0.17,649,Yes,0
13822,23.0,female,39944.0,1,OWN,5000.0,VENTURE,13.99,0.13,597,Yes,0
13823,25.0,female,40056.0,2,OWN,3600.0,MEDICAL,11.01,0.09,522,No,0
13824,26.0,female,116001.0,3,MORTGAGE,10000.0,HOMEIMPROVEMENT,10.99,0.09,565,Yes,0
13825,22.0,female,86449.0,0,MORTGAGE,15000.0,MEDICAL,14.96,0.17,698,No,1
13826,26.0,female,86423.0,6,OWN,16500.0,MEDICAL,16.45,0.19,637,No,1
13827,26.0,male,141961.0,6,RENT,13800.0,VENTURE,7.49,0.1,597,Yes,0
13828,24.0,male,40173.0,0,OWN,5600.0,EDUCATION,14.42,0.14,597,No,0
13829,26.0,male,115928.0,4,MORTGAGE,20000.0,HOMEIMPROVEMENT,16.7,0.17,638,Yes,0
13830,25.0,female,115890.0,1,MORTGAGE,5000.0,VENTURE,11.83,0.04,649,Yes,0
13831,25.0,female,92790.0,3,RENT,13900.0,VENTURE,10.62,0.15,646,No,0
13832,21.0,male,116314.0,0,OWN,7000.0,EDUCATION,12.53,0.06,658,No,0
13833,24.0,male,115914.0,1,MORTGAGE,6000.0,HOMEIMPROVEMENT,13.92,0.05,479,Yes,0
13834,26.0,male,51390.0,5,RENT,14000.0,VENTURE,6.92,0.27,675,No,1
13835,23.0,male,116204.0,0,OTHER,12000.0,EDUCATION,11.01,0.1,654,No,0
13836,26.0,male,51244.0,8,RENT,14000.0,DEBTCONSOLIDATION,9.45,0.27,664,No,1
13837,22.0,male,116099.0,0,MORTGAGE,11400.0,EDUCATION,13.04,0.1,476,Yes,0
13838,25.0,male,102033.0,1,MORTGAGE,2125.0,EDUCATION,15.01,0.02,678,No,1
13839,24.0,male,53000.0,6,RENT,14000.0,MEDICAL,7.51,0.26,727,No,1
13840,23.0,male,116557.0,5,MORTGAGE,10000.0,MEDICAL,5.42,0.09,684,Yes,0
13841,24.0,female,116687.0,2,MORTGAGE,14400.0,VENTURE,7.88,0.12,645,Yes,0
13842,23.0,female,116476.0,1,MORTGAGE,25200.0,EDUCATION,15.65,0.22,598,No,0
13843,26.0,female,116949.0,6,MORTGAGE,15000.0,PERSONAL,6.17,0.13,596,Yes,0
13844,22.0,male,117262.0,0,MORTGAGE,18000.0,VENTURE,10.25,0.15,601,No,0
13845,25.0,male,116859.0,5,MORTGAGE,10000.0,PERSONAL,6.17,0.09,734,No,0
13846,26.0,male,117229.0,1,MORTGAGE,18000.0,VENTURE,7.51,0.15,590,Yes,0
13847,24.0,male,116992.0,0,MORTGAGE,14000.0,EDUCATION,17.19,0.12,655,Yes,0
13848,26.0,female,117096.0,1,OTHER,25000.0,EDUCATION,11.58,0.21,583,No,0
13849,25.0,female,117200.0,5,MORTGAGE,18000.0,EDUCATION,7.9,0.15,593,Yes,0
13850,25.0,male,47961.0,0,RENT,14000.0,PERSONAL,16.49,0.29,627,No,1
13851,24.0,male,117453.0,0,MORTGAGE,9300.0,DEBTCONSOLIDATION,6.17,0.08,528,Yes,0
13852,23.0,female,117847.0,3,MORTGAGE,12000.0,EDUCATION,9.91,0.1,598,No,0
13853,25.0,female,117393.0,4,MORTGAGE,8000.0,PERSONAL,11.01,0.07,704,No,0
13854,24.0,female,117073.0,2,MORTGAGE,6400.0,DEBTCONSOLIDATION,15.96,0.05,499,Yes,0
13855,26.0,male,117355.0,4,MORTGAGE,4000.0,DEBTCONSOLIDATION,6.62,0.03,579,Yes,0
13856,23.0,female,87263.0,0,MORTGAGE,35000.0,MEDICAL,15.99,0.4,571,No,1
13857,22.0,male,117871.0,0,MORTGAGE,5000.0,PERSONAL,6.99,0.04,664,No,0
13858,22.0,male,56219.0,1,RENT,14000.0,EDUCATION,8.49,0.25,596,Yes,0
13859,23.0,female,117321.0,0,MORTGAGE,16000.0,DEBTCONSOLIDATION,6.62,0.14,708,No,0
13860,24.0,female,48716.0,0,RENT,14000.0,MEDICAL,15.58,0.29,630,No,1
13861,24.0,female,117039.0,4,MORTGAGE,8000.0,PERSONAL,11.11,0.07,621,Yes,0
13862,23.0,female,57218.0,2,RENT,14000.0,EDUCATION,10.37,0.24,528,Yes,0
13863,23.0,male,117212.0,0,OWN,15000.0,MEDICAL,9.63,0.13,631,Yes,0
13864,24.0,female,117496.0,0,MORTGAGE,22000.0,DEBTCONSOLIDATION,12.68,0.19,699,Yes,0
13865,23.0,male,117469.0,1,MORTGAGE,15000.0,PERSONAL,16.4,0.13,648,No,0
13866,24.0,male,57001.0,0,RENT,14000.0,DEBTCONSOLIDATION,7.88,0.25,601,Yes,0
13867,22.0,female,117363.0,0,MORTGAGE,12975.0,EDUCATION,6.91,0.11,522,Yes,0
13868,26.0,male,117617.0,3,MORTGAGE,6000.0,MEDICAL,13.61,0.05,663,Yes,0
13869,23.0,female,117759.0,0,MORTGAGE,5000.0,PERSONAL,7.51,0.04,667,Yes,0
13870,24.0,female,117305.0,0,MORTGAGE,6800.0,HOMEIMPROVEMENT,13.61,0.06,632,No,0
13871,23.0,female,51098.0,3,RENT,14000.0,PERSONAL,16.89,0.27,656,No,1
13872,25.0,male,117363.0,5,MORTGAGE,25000.0,HOMEIMPROVEMENT,14.59,0.21,577,Yes,0
13873,23.0,male,117623.0,3,MORTGAGE,4800.0,EDUCATION,11.01,0.04,608,Yes,0
13874,22.0,male,117669.0,1,MORTGAGE,10000.0,MEDICAL,13.57,0.08,598,Yes,0
13875,24.0,female,59873.0,0,RENT,14000.0,EDUCATION,11.71,0.23,630,Yes,0
13876,23.0,female,117129.0,0,MORTGAGE,4000.0,PERSONAL,16.32,0.03,610,Yes,0
13877,26.0,female,54109.0,6,RENT,14000.0,DEBTCONSOLIDATION,14.83,0.26,536,No,1
13878,23.0,female,117617.0,0,MORTGAGE,1800.0,VENTURE,11.01,0.02,623,Yes,0
13879,22.0,female,117291.0,0,MORTGAGE,7500.0,EDUCATION,11.34,0.06,574,Yes,0
13880,24.0,male,117654.0,1,MORTGAGE,12000.0,HOMEIMPROVEMENT,10.28,0.1,610,No,0
13881,26.0,male,103580.0,5,MORTGAGE,14000.0,HOMEIMPROVEMENT,11.01,0.14,566,No,1
13882,26.0,female,118146.0,2,OWN,10000.0,HOMEIMPROVEMENT,5.99,0.08,670,No,0
13883,24.0,female,61119.0,3,RENT,14000.0,HOMEIMPROVEMENT,9.88,0.23,575,Yes,0
13884,24.0,male,61014.0,1,RENT,14000.0,EDUCATION,12.21,0.23,506,Yes,0
13885,25.0,male,103630.0,2,MORTGAGE,24000.0,DEBTCONSOLIDATION,17.19,0.23,618,No,1
13886,23.0,female,117910.0,3,MORTGAGE,14500.0,MEDICAL,7.51,0.12,581,Yes,0
13887,25.0,male,118055.0,5,MORTGAGE,8000.0,PERSONAL,7.49,0.07,650,Yes,0
13888,24.0,male,118254.0,0,MORTGAGE,25000.0,VENTURE,11.12,0.21,626,No,0
13889,26.0,male,118436.0,1,MORTGAGE,10400.0,DEBTCONSOLIDATION,9.32,0.09,554,Yes,0
13890,23.0,female,118230.0,0,MORTGAGE,5575.0,MEDICAL,6.54,0.05,569,Yes,0
13891,23.0,male,118485.0,0,MORTGAGE,15000.0,VENTURE,6.54,0.13,586,Yes,0
13892,23.0,male,63735.0,0,RENT,14000.0,EDUCATION,6.91,0.22,599,Yes,0
13893,23.0,male,39496.0,2,OWN,3500.0,EDUCATION,15.27,0.09,595,Yes,0
13894,22.0,female,104107.0,0,MORTGAGE,3500.0,DEBTCONSOLIDATION,14.74,0.03,649,No,1
13895,24.0,female,118671.0,0,OWN,12000.0,HOMEIMPROVEMENT,6.03,0.1,663,Yes,0
13896,23.0,male,64444.0,0,RENT,14000.0,VENTURE,14.27,0.22,656,Yes,0
