person_age,person_gender,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,credit_score,previous_loan_defaults_on_file,loan_status
24.0,male,52457.0,0,RENT,4000.0,VENTURE,12.69,0.08,666,Yes,0
24.0,female,48385.0,3,OWN,1325.0,PERSONAL,6.62,0.03,690,Yes,0
23.0,male,48187.0,0,OWN,14000.0,EDUCATION,7.29,0.29,460,Yes,0
25.0,male,52626.0,3,RENT,4000.0,MEDICAL,12.99,0.08,628,Yes,0
26.0,female,48574.0,0,RENT,4000.0,EDUCATION,5.79,0.08,656,No,1
25.0,male,55768.0,4,RENT,4000.0,MEDICAL,6.54,0.07,585,Yes,0
23.0,male,48327.0,0,MORTGAGE,10000.0,DEBTCONSOLIDATION,14.22,0.21,608,Yes,0
22.0,female,50274.0,2,RENT,4000.0,PERSONAL,7.51,0.08,679,No,1
23.0,female,57523.0,0,RENT,4000.0,DEBTCONSOLIDATION,11.01,0.07,590,Yes,0
25.0,female,50663.0,1,RENT,4000.0,PERSONAL,14.84,0.08,569,No,1
22.0,female,57689.0,1,RENT,4000.0,PERSONAL,11.01,0.07,623,Yes,0
23.0,male,57737.0,0,RENT,4000.0,EDUCATION,12.53,0.07,680,Yes,0
24.0,female,57178.0,0,RENT,4000.0,DEBTCONSOLIDATION,6.62,0.07,507,Yes,0
22.0,male,58919.0,0,RENT,4000.0,EDUCATION,9.91,0.07,691,Yes,0
22.0,male,58697.0,0,RENT,4000.0,EDUCATION,11.01,0.07,672,Yes,0
21.0,female,48265.0,0,OWN,3500.0,PERSONAL,6.62,0.07,595,Yes,0
26.0,female,58445.0,7,RENT,4000.0,VENTURE,5.79,0.07,673,No,0
25.0,male,58557.0,7,RENT,4000.0,VENTURE,7.29,0.07,656,Yes,0
25.0,female,48535.0,3,MORTGAGE,4800.0,HOMEIMPROVEMENT,12.42,0.1,661,No,0
24.0,male,51460.0,1,RENT,4000.0,HOMEIMPROVEMENT,11.86,0.08,681,No,1
24.0,male,51784.0,5,RENT,4000.0,HOMEIMPROVEMENT,12.73,0.08,590,No,1
25.0,female,48414.0,1,MORTGAGE,5000.0,PERSONAL,8.88,0.1,523,Yes,0
23.0,female,48501.0,2,MORTGAGE,6000.0,MEDICAL,7.88,0.12,669,No,0
23.0,female,48562.0,0,MORTGAGE,8250.0,EDUCATION,9.32,0.17,640,Yes,0
26.0,female,41884.0,5,MORTGAGE,4500.0,DEBTCONSOLIDATION,5.99,0.11,666,No,1
24.0,male,53733.0,2,RENT,4000.0,DEBTCONSOLIDATION,17.58,0.07,628,No,1
24.0,male,60836.0,2,RENT,4000.0,HOMEIMPROVEMENT,5.42,0.07,494,Yes,0
26.0,female,48452.0,2,MORTGAGE,11500.0,PERSONAL,15.7,0.24,548,Yes,0
23.0,male,48260.0,0,OWN,13000.0,VENTURE,13.57,0.27,665,Yes,0
23.0,female,48554.0,0,MORTGAGE,8400.0,EDUCATION,7.51,0.17,665,No,0
24.0,male,61075.0,1,RENT,4000.0,PERSONAL,7.66,0.07,629,No,0
24.0,female,61011.0,3,RENT,4000.0,PERSONAL,11.01,0.07,692,No,0
25.0,female,60881.0,3,RENT,4000.0,DEBTCONSOLIDATION,10.37,0.07,670,Yes,0
23.0,male,61021.0,0,RENT,4000.0,MEDICAL,5.42,0.07,621,Yes,0
23.0,male,49070.0,0,MORTGAGE,9750.0,MEDICAL,10.99,0.2,542,Yes,0
24.0,female,48782.0,1,OWN,3000.0,MEDICAL,8.88,0.06,578,Yes,0
21.0,female,48990.0,0,OWN,15000.0,PERSONAL,10.99,0.31,693,No,0
25.0,male,61180.0,3,RENT,4000.0,MEDICAL,6.92,0.07,620,Yes,0
23.0,female,60648.0,3,RENT,4000.0,EDUCATION,12.61,0.07,626,Yes,0
24.0,female,61096.0,2,RENT,4000.0,VENTURE,7.88,0.07,710,No,0
22.0,female,48992.0,2,MORTGAGE,10000.0,VENTURE,11.01,0.2,614,No,0
23.0,male,61083.0,0,RENT,4000.0,VENTURE,14.96,0.07,658,Yes,0
22.0,male,61219.0,3,RENT,4000.0,MEDICAL,7.4,0.07,681,No,0
25.0,female,60870.0,5,RENT,4000.0,EDUCATION,14.61,0.07,616,Yes,0
22.0,male,60934.0,0,RENT,4000.0,DEBTCONSOLIDATION,6.92,0.07,584,Yes,0
24.0,male,61082.0,3,RENT,4000.0,EDUCATION,7.88,0.07,632,Yes,0
22.0,male,54438.0,0,RENT,4000.0,HOMEIMPROVEMENT,5.99,0.07,661,No,1
26.0,female,48976.0,4,MORTGAGE,2400.0,HOMEIMPROVEMENT,14.27,0.05,602,Yes,0
21.0,male,62428.0,1,RENT,4000.0,EDUCATION,6.17,0.06,496,Yes,0
22.0,female,49170.0,3,MORTGAGE,6000.0,MEDICAL,12.42,0.12,644,Yes,0
24.0,male,49391.0,3,MORTGAGE,3000.0,PERSONAL,9.91,0.06,725,No,0
23.0,female,62115.0,3,RENT,4000.0,EDUCATION,11.54,0.06,584,No,0
24.0,male,55095.0,1,RENT,4000.0,DEBTCONSOLIDATION,15.99,0.07,678,No,1
23.0,female,62871.0,3,RENT,4000.0,PERSONAL,9.91,0.06,547,No,0
24.0,male,49349.0,3,MORTGAGE,5000.0,EDUCATION,14.82,0.1,617,Yes,0
23.0,female,55718.0,0,RENT,4000.0,DEBTCONSOLIDATION,19.29,0.07,557,No,1
23.0,male,63379.0,1,RENT,4000.0,DEBTCONSOLIDATION,13.98,0.06,702,No,0
24.0,male,63410.0,1,RENT,4000.0,DEBTCONSOLIDATION,10.37,0.06,676,Yes,0
23.0,male,48995.0,0,OWN,11000.0,MEDICAL,9.63,0.22,698,No,0
24.0,male,63384.0,1,RENT,4000.0,MEDICAL,9.88,0.06,660,Yes,0
25.0,male,56529.0,1,RENT,4000.0,DEBTCONSOLIDATION,16.32,0.07,617,No,1
26.0,male,63990.0,4,RENT,4000.0,PERSONAL,11.01,0.06,634,Yes,0
22.0,female,65000.0,4,RENT,4000.0,EDUCATION,7.9,0.06,681,No,0
24.0,male,65280.0,1,RENT,4000.0,EDUCATION,10.62,0.06,642,No,0
23.0,male,58454.0,0,RENT,4000.0,PERSONAL,10.37,0.07,635,No,1
25.0,female,65512.0,7,RENT,4000.0,EDUCATION,11.89,0.06,640,No,0
26.0,male,67131.0,6,RENT,4000.0,PERSONAL,7.51,0.06,601,No,0
22.0,female,48828.0,0,OWN,3500.0,EDUCATION,11.01,0.07,512,Yes,0
23.0,male,66878.0,0,RENT,4000.0,MEDICAL,10.99,0.06,707,No,0
26.0,female,67221.0,3,RENT,4000.0,EDUCATION,6.92,0.06,667,No,0
21.0,female,67543.0,0,RENT,4000.0,DEBTCONSOLIDATION,13.35,0.06,688,Yes,0
23.0,female,67103.0,0,RENT,4000.0,PERSONAL,11.86,0.06,656,Yes,0
23.0,female,66895.0,1,RENT,4000.0,MEDICAL,12.53,0.06,555,No,0
24.0,male,67300.0,3,RENT,4000.0,EDUCATION,11.26,0.06,677,Yes,0
23.0,male,67950.0,1,RENT,4000.0,VENTURE,15.23,0.06,705,No,0
23.0,male,49119.0,0,MORTGAGE,10000.0,EDUCATION,7.51,0.2,538,Yes,0
21.0,male,69242.0,0,RENT,4000.0,EDUCATION,7.49,0.06,697,No,0
21.0,female,49161.0,1,MORTGAGE,8000.0,PERSONAL,10.25,0.16,694,Yes,0
22.0,male,69620.0,0,RENT,4000.0,VENTURE,11.01,0.06,543,Yes,0
23.0,female,69831.0,0,RENT,4000.0,VENTURE,8.88,0.06,562,No,0
23.0,male,49019.0,0,MORTGAGE,3600.0,EDUCATION,7.51,0.07,595,Yes,0
21.0,male,49223.0,0,MORTGAGE,13000.0,EDUCATION,13.48,0.26,642,Yes,0
23.0,male,70148.0,2,RENT,4000.0,DEBTCONSOLIDATION,7.75,0.06,654,Yes,0
26.0,female,49282.0,0,OWN,7000.0,VENTURE,13.57,0.14,677,No,0
23.0,female,70345.0,2,RENT,4000.0,VENTURE,10.74,0.06,659,Yes,0
22.0,female,70338.0,0,RENT,4000.0,EDUCATION,10.0,0.06,632,No,0
23.0,male,70923.0,4,RENT,4000.0,MEDICAL,10.37,0.06,657,Yes,0
22.0,male,49293.0,0,MORTGAGE,6000.0,DEBTCONSOLIDATION,8.0,0.12,655,Yes,0
26.0,male,64458.0,3,RENT,4000.0,PERSONAL,9.99,0.06,597,No,1
25.0,male,48807.0,2,MORTGAGE,3200.0,VENTURE,11.01,0.07,573,Yes,0
22.0,female,73035.0,0,RENT,4000.0,EDUCATION,7.51,0.05,650,Yes,0
23.0,male,73277.0,0,RENT,4000.0,EDUCATION,15.33,0.05,562,Yes,0
23.0,female,73065.0,0,RENT,4000.0,EDUCATION,11.83,0.05,677,No,0
26.0,female,65586.0,1,RENT,4000.0,MEDICAL,13.47,0.06,671,No,1
22.0,male,73321.0,0,RENT,4000.0,PERSONAL,12.21,0.05,626,Yes,0
24.0,female,48856.0,2,MORTGAGE,7500.0,DEBTCONSOLIDATION,12.22,0.15,678,Yes,0
26.0,female,75443.0,4,RENT,4000.0,EDUCATION,13.06,0.05,579,Yes,0
26.0,female,49041.0,0,MORTGAGE,6500.0,VENTURE,8.32,0.13,654,No,0
23.0,female,75375.0,1,RENT,4000.0,PERSONAL,10.59,0.05,600,No,0
24.0,male,68666.0,2,RENT,4000.0,EDUCATION,14.75,0.06,665,No,1
25.0,female,76049.0,6,RENT,4000.0,EDUCATION,8.9,0.05,675,Yes,0
25.0,male,76243.0,2,RENT,4000.0,DEBTCONSOLIDATION,10.37,0.05,698,Yes,0
21.0,female,76438.0,0,RENT,4000.0,EDUCATION,11.49,0.05,657,Yes,0
22.0,female,76200.0,0,RENT,4000.0,EDUCATION,11.01,0.05,639,Yes,0
23.0,male,77278.0,0,RENT,4000.0,EDUCATION,11.01,0.05,586,Yes,0
22.0,male,49035.0,1,MORTGAGE,14400.0,PERSONAL,12.69,0.29,611,Yes,0
22.0,female,49134.0,1,MORTGAGE,9875.0,MEDICAL,7.9,0.2,635,No,0
24.0,female,78860.0,2,RENT,4000.0,DEBTCONSOLIDATION,7.51,0.05,619,Yes,0
25.0,male,79334.0,2,RENT,4000.0,PERSONAL,6.62,0.05,607,Yes,0
26.0,male,49037.0,1,MORTGAGE,12000.0,HOMEIMPROVEMENT,13.49,0.24,639,Yes,0
24.0,female,79190.0,1,RENT,4000.0,MEDICAL,5.42,0.05,607,Yes,0
23.0,female,78843.0,1,RENT,4000.0,PERSONAL,7.49,0.05,649,No,0
25.0,male,79501.0,0,RENT,4000.0,VENTURE,12.23,0.05,632,Yes,0
23.0,male,48849.0,2,MORTGAGE,18000.0,EDUCATION,9.91,0.37,685,No,0
23.0,female,74112.0,3,RENT,4000.0,DEBTCONSOLIDATION,16.0,0.05,620,No,1
24.0,male,81572.0,1,RENT,4000.0,HOMEIMPROVEMENT,11.01,0.05,685,Yes,0
23.0,female,81882.0,0,RENT,4000.0,EDUCATION,6.76,0.05,636,Yes,0
22.0,male,49256.0,0,MORTGAGE,12000.0,DEBTCONSOLIDATION,13.49,0.24,672,No,0
25.0,female,82579.0,2,RENT,4000.0,VENTURE,6.76,0.05,710,No,0
22.0,male,76575.0,0,RENT,4000.0,HOMEIMPROVEMENT,11.12,0.05,622,No,1
23.0,female,84270.0,0,RENT,4000.0,DEBTCONSOLIDATION,7.74,0.05,598,No,0
23.0,male,78112.0,1,RENT,4000.0,HOMEIMPROVEMENT,11.01,0.05,635,No,1
21.0,female,85014.0,0,RENT,4000.0,EDUCATION,7.9,0.05,674,No,0
26.0,female,85095.0,2,RENT,4000.0,DEBTCONSOLIDATION,5.99,0.05,630,Yes,0
24.0,male,85124.0,6,RENT,4000.0,VENTURE,13.49,0.05,616,Yes,0
23.0,female,49058.0,1,MORTGAGE,6000.0,DEBTCONSOLIDATION,10.65,0.12,633,Yes,0
26.0,male,85137.0,2,RENT,4000.0,VENTURE,13.06,0.05,537,Yes,0
26.0,male,84973.0,4,RENT,4000.0,PERSONAL,13.85,0.05,640,Yes,0
23.0,female,41328.0,0,MORTGAGE,12000.0,VENTURE,14.27,0.29,678,No,1
25.0,male,48688.0,0,MORTGAGE,7100.0,DEBTCONSOLIDATION,11.01,0.15,621,No,0
24.0,male,87797.0,1,RENT,4000.0,DEBTCONSOLIDATION,7.88,0.05,517,No,0
25.0,female,91022.0,1,RENT,4000.0,PERSONAL,11.49,0.04,635,Yes,0
22.0,male,49075.0,0,MORTGAGE,5000.0,MEDICAL,6.03,0.1,610,Yes,0
22.0,female,41757.0,0,MORTGAGE,4500.0,MEDICAL,11.71,0.11,636,No,1
25.0,male,49074.0,4,MORTGAGE,2100.0,EDUCATION,6.03,0.04,580,Yes,0
23.0,male,49036.0,3,MORTGAGE,5000.0,VENTURE,6.62,0.1,596,Yes,0
24.0,male,49052.0,0,MORTGAGE,7500.0,MEDICAL,12.42,0.15,577,Yes,0
23.0,female,49130.0,1,MORTGAGE,6000.0,PERSONAL,11.01,0.12,686,Yes,0
22.0,male,93675.0,0,RENT,4000.0,PERSONAL,11.71,0.04,596,Yes,0
22.0,female,95960.0,0,RENT,4000.0,MEDICAL,11.01,0.04,676,Yes,0
24.0,male,48740.0,0,MORTGAGE,5400.0,EDUCATION,12.42,0.11,612,No,0
25.0,male,96919.0,1,RENT,4000.0,DEBTCONSOLIDATION,10.59,0.04,675,No,0
22.0,male,48814.0,0,MORTGAGE,10000.0,EDUCATION,6.03,0.2,714,No,0
23.0,female,96748.0,4,RENT,4000.0,EDUCATION,14.46,0.04,636,Yes,0
22.0,male,97069.0,1,RENT,4000.0,EDUCATION,11.12,0.04,692,No,0
22.0,female,49033.0,2,MORTGAGE,6700.0,MEDICAL,10.65,0.14,610,No,0
24.0,female,99552.0,4,RENT,4000.0,DEBTCONSOLIDATION,12.53,0.04,631,No,0
26.0,female,99520.0,3,RENT,4000.0,EDUCATION,13.48,0.04,708,No,0
26.0,male,41682.0,6,MORTGAGE,5500.0,EDUCATION,10.65,0.13,534,No,1
23.0,female,111440.0,0,RENT,4000.0,EDUCATION,5.42,0.04,673,Yes,0
24.0,male,112264.0,3,RENT,4000.0,MEDICAL,5.42,0.04,687,No,0
24.0,male,114957.0,3,RENT,4000.0,EDUCATION,7.9,0.03,624,No,0
23.0,male,115002.0,1,RENT,4000.0,EDUCATION,11.49,0.03,613,Yes,0
23.0,male,49271.0,0,OWN,15000.0,VENTURE,12.42,0.3,491,Yes,0
24.0,female,48826.0,0,MORTGAGE,6400.0,EDUCATION,9.91,0.13,639,No,0
26.0,female,118320.0,5,RENT,4000.0,VENTURE,9.32,0.03,617,Yes,0
22.0,male,48904.0,0,MORTGAGE,7500.0,MEDICAL,7.51,0.15,667,Yes,0
23.0,male,106302.0,4,RENT,4000.0,HOMEIMPROVEMENT,7.14,0.04,673,No,1
24.0,male,48915.0,0,MORTGAGE,4500.0,DEBTCONSOLIDATION,6.62,0.09,649,Yes,0
22.0,male,48820.0,0,MORTGAGE,2000.0,DEBTCONSOLIDATION,7.9,0.04,657,Yes,0
21.0,female,48963.0,0,OWN,2500.0,EDUCATION,14.27,0.05,620,No,0
26.0,male,41874.0,6,MORTGAGE,4000.0,MEDICAL,17.58,0.1,649,No,1
26.0,female,157310.0,4,RENT,4000.0,EDUCATION,10.99,0.03,575,Yes,0
24.0,female,142394.0,1,RENT,4000.0,DEBTCONSOLIDATION,10.51,0.03,599,No,1
26.0,female,158395.0,1,RENT,4000.0,HOMEIMPROVEMENT,12.84,0.03,628,No,0
21.0,male,49207.0,0,MORTGAGE,5000.0,PERSONAL,6.62,0.1,537,No,0
26.0,female,190662.0,4,RENT,4000.0,HOMEIMPROVEMENT,14.84,0.02,670,No,1
24.0,female,19135.0,4,RENT,4200.0,DEBTCONSOLIDATION,13.11,0.22,542,No,1
24.0,female,20212.0,4,RENT,4200.0,DEBTCONSOLIDATION,11.01,0.21,554,No,1
21.0,female,23704.0,0,RENT,4200.0,HOMEIMPROVEMENT,11.01,0.18,669,No,1
23.0,female,25808.0,0,RENT,4200.0,EDUCATION,11.01,0.16,644,Yes,0
24.0,male,48794.0,1,MORTGAGE,10000.0,VENTURE,9.91,0.2,619,Yes,0
23.0,female,26468.0,0,RENT,4200.0,PERSONAL,15.23,0.16,567,Yes,0
22.0,male,27932.0,1,RENT,4200.0,PERSONAL,15.2,0.15,658,No,1
23.0,female,48958.0,1,MORTGAGE,4000.0,MEDICAL,7.51,0.08,698,No,0
23.0,male,29110.0,4,RENT,4200.0,MEDICAL,11.01,0.14,713,Yes,0
25.0,female,30800.0,4,RENT,4200.0,PERSONAL,14.26,0.14,592,No,0
24.0,male,32021.0,2,RENT,4200.0,PERSONAL,16.0,0.13,665,No,1
22.0,female,34624.0,0,RENT,4200.0,MEDICAL,9.91,0.12,589,No,1
25.0,male,48773.0,4,MORTGAGE,8000.0,HOMEIMPROVEMENT,11.01,0.16,687,No,0
26.0,male,35501.0,1,RENT,4200.0,DEBTCONSOLIDATION,11.01,0.12,580,Yes,0
26.0,female,37077.0,3,RENT,4200.0,PERSONAL,9.91,0.11,691,Yes,0
26.0,female,37033.0,5,RENT,4200.0,EDUCATION,16.49,0.11,621,No,1
25.0,female,36633.0,0,RENT,4200.0,MEDICAL,15.99,0.11,638,Yes,0
25.0,male,15487.0,4,RENT,4350.0,DEBTCONSOLIDATION,12.98,0.28,590,No,1
23.0,male,49200.0,0,OWN,2000.0,VENTURE,11.01,0.04,694,No,0
22.0,female,27321.0,3,RENT,4350.0,MEDICAL,11.54,0.16,651,Yes,0
23.0,female,48745.0,2,OWN,7500.0,VENTURE,5.42,0.15,688,No,0
22.0,female,37063.0,0,RENT,4350.0,EDUCATION,6.03,0.12,589,Yes,0
23.0,female,48936.0,3,OWN,5000.0,MEDICAL,8.49,0.1,676,No,0
23.0,female,49374.0,4,MORTGAGE,4000.0,VENTURE,9.99,0.08,622,No,0
26.0,male,48653.0,3,MORTGAGE,2200.0,MEDICAL,8.49,0.05,653,Yes,0
25.0,female,49103.0,1,MORTGAGE,3600.0,MEDICAL,7.49,0.07,655,No,0
24.0,female,18294.0,0,RENT,4375.0,DEBTCONSOLIDATION,11.01,0.24,662,No,1
23.0,female,48846.0,0,MORTGAGE,4000.0,PERSONAL,10.99,0.08,638,Yes,0
26.0,female,48848.0,2,MORTGAGE,6000.0,HOMEIMPROVEMENT,11.99,0.12,591,Yes,0
26.0,male,19116.0,8,RENT,4375.0,DEBTCONSOLIDATION,12.69,0.23,645,No,1
24.0,male,21286.0,0,RENT,4375.0,DEBTCONSOLIDATION,9.99,0.21,578,No,1
24.0,male,27505.0,6,RENT,4375.0,HOMEIMPROVEMENT,16.4,0.16,607,No,1
26.0,female,30374.0,5,RENT,4375.0,MEDICAL,5.79,0.14,538,No,0
23.0,female,60914.0,3,RENT,4375.0,DEBTCONSOLIDATION,8.49,0.07,613,No,0
22.0,male,18130.0,0,RENT,4400.0,HOMEIMPROVEMENT,19.91,0.24,581,No,1
22.0,male,23780.0,0,RENT,4400.0,PERSONAL,11.49,0.19,647,No,1
21.0,male,25225.0,0,RENT,4400.0,PERSONAL,6.91,0.17,653,Yes,0
24.0,female,31429.0,1,RENT,4400.0,DEBTCONSOLIDATION,6.76,0.14,639,Yes,0
21.0,female,49021.0,1,MORTGAGE,2000.0,EDUCATION,12.99,0.04,624,Yes,0
22.0,male,39880.0,4,RENT,4400.0,PERSONAL,8.49,0.11,628,Yes,0
23.0,male,49378.0,1,MORTGAGE,5000.0,MEDICAL,5.42,0.1,644,Yes,0
23.0,male,48907.0,2,MORTGAGE,6000.0,EDUCATION,14.79,0.12,658,Yes,0
26.0,female,49214.0,8,MORTGAGE,7200.0,EDUCATION,7.49,0.15,705,No,0
22.0,female,41506.0,0,MORTGAGE,15000.0,VENTURE,15.99,0.36,531,No,1
23.0,male,46463.0,1,RENT,4400.0,VENTURE,11.71,0.09,586,Yes,0
23.0,female,52438.0,3,RENT,4400.0,MEDICAL,11.99,0.08,605,No,1
22.0,female,48952.0,3,MORTGAGE,5000.0,DEBTCONSOLIDATION,12.99,0.1,597,Yes,0
24.0,male,60341.0,3,RENT,4400.0,DEBTCONSOLIDATION,16.77,0.07,636,No,1
22.0,female,72912.0,0,RENT,4400.0,EDUCATION,15.23,0.06,551,Yes,0
24.0,male,87387.0,2,RENT,4400.0,PERSONAL,11.01,0.05,603,Yes,0
24.0,male,96933.0,1,RENT,4400.0,EDUCATION,19.03,0.05,536,Yes,0
23.0,male,49126.0,0,MORTGAGE,13000.0,VENTURE,9.99,0.26,653,Yes,0
26.0,male,115568.0,1,RENT,4400.0,DEBTCONSOLIDATION,13.8,0.04,627,Yes,0
24.0,male,41678.0,2,RENT,4450.0,PERSONAL,11.49,0.11,642,No,0
24.0,male,51571.0,1,RENT,4450.0,DEBTCONSOLIDATION,9.32,0.09,525,Yes,0
22.0,female,49232.0,1,MORTGAGE,5400.0,PERSONAL,7.42,0.11,485,Yes,0
22.0,male,49060.0,0,MORTGAGE,14000.0,EDUCATION,7.49,0.29,627,No,0
22.0,male,18440.0,3,RENT,4500.0,EDUCATION,7.88,0.24,699,No,1
25.0,female,48777.0,2,MORTGAGE,4500.0,PERSONAL,10.99,0.09,556,Yes,0
25.0,male,48699.0,3,MORTGAGE,3500.0,DEBTCONSOLIDATION,13.49,0.07,664,Yes,0
24.0,female,49171.0,0,MORTGAGE,3200.0,VENTURE,10.99,0.07,554,Yes,0
23.0,female,19893.0,0,RENT,4500.0,VENTURE,5.99,0.23,636,No,1
25.0,female,19432.0,0,RENT,4500.0,PERSONAL,7.51,0.23,545,No,1
22.0,male,49116.0,0,MORTGAGE,7500.0,DEBTCONSOLIDATION,11.49,0.15,673,Yes,0
24.0,male,49151.0,1,OWN,2800.0,EDUCATION,8.49,0.06,602,Yes,0
25.0,female,22393.0,1,RENT,4500.0,PERSONAL,13.99,0.2,649,No,1
25.0,male,49052.0,3,OWN,11000.0,MEDICAL,8.49,0.22,708,Yes,0
23.0,female,22512.0,0,RENT,4500.0,VENTURE,7.49,0.2,692,No,1
24.0,female,49240.0,3,MORTGAGE,15000.0,HOMEIMPROVEMENT,7.49,0.3,608,No,0
24.0,male,49244.0,1,MORTGAGE,3000.0,DEBTCONSOLIDATION,11.99,0.06,690,No,0
23.0,female,49473.0,3,MORTGAGE,13200.0,MEDICAL,11.01,0.27,617,No,0
23.0,male,48845.0,1,MORTGAGE,2000.0,MEDICAL,10.99,0.04,632,Yes,0
21.0,male,22629.0,1,RENT,4500.0,PERSONAL,10.38,0.2,670,No,1
24.0,female,49099.0,4,MORTGAGE,2500.0,HOMEIMPROVEMENT,9.99,0.05,622,No,0
23.0,female,22557.0,0,RENT,4500.0,DEBTCONSOLIDATION,12.21,0.2,712,No,1
24.0,male,22674.0,1,RENT,4500.0,EDUCATION,8.94,0.2,639,No,1
24.0,male,49073.0,0,MORTGAGE,10000.0,DEBTCONSOLIDATION,5.79,0.2,687,No,0
25.0,female,22958.0,3,RENT,4500.0,EDUCATION,13.61,0.2,596,No,1
26.0,male,49065.0,3,OWN,4300.0,MEDICAL,10.74,0.09,660,No,0
21.0,female,24819.0,2,RENT,4500.0,PERSONAL,13.49,0.18,595,Yes,0
24.0,male,48851.0,1,MORTGAGE,2125.0,MEDICAL,11.11,0.04,548,Yes,0
21.0,male,25451.0,0,RENT,4500.0,MEDICAL,8.0,0.18,632,Yes,0
21.0,male,25515.0,0,RENT,4500.0,PERSONAL,10.99,0.18,622,Yes,0
25.0,male,26168.0,3,RENT,4500.0,DEBTCONSOLIDATION,9.62,0.17,585,No,0
25.0,female,25942.0,4,RENT,4500.0,EDUCATION,16.45,0.17,625,No,1
22.0,male,48760.0,0,MORTGAGE,10850.0,PERSONAL,7.66,0.22,681,Yes,0
23.0,female,27041.0,0,RENT,4500.0,EDUCATION,15.65,0.17,619,No,1
23.0,male,28977.0,2,RENT,4500.0,MEDICAL,17.99,0.16,584,No,1
23.0,female,41668.0,0,MORTGAGE,4000.0,EDUCATION,14.17,0.1,659,No,1
23.0,male,49044.0,0,MORTGAGE,7200.0,PERSONAL,11.11,0.15,528,Yes,0
21.0,male,29600.0,0,RENT,4500.0,EDUCATION,9.62,0.15,683,No,0
26.0,male,30071.0,6,RENT,4500.0,MEDICAL,12.42,0.15,717,No,0
24.0,male,48697.0,2,MORTGAGE,5000.0,DEBTCONSOLIDATION,11.11,0.1,635,No,0
26.0,male,29766.0,3,RENT,4500.0,VENTURE,5.79,0.15,593,No,0
22.0,male,30066.0,0,RENT,4500.0,EDUCATION,11.49,0.15,648,No,0
25.0,male,48690.0,2,MORTGAGE,4000.0,HOMEIMPROVEMENT,7.29,0.08,668,No,0
22.0,male,30827.0,0,RENT,4500.0,DEBTCONSOLIDATION,8.94,0.15,670,Yes,0
23.0,male,31524.0,2,RENT,4500.0,MEDICAL,9.99,0.14,588,Yes,0
23.0,male,32015.0,0,RENT,4500.0,MEDICAL,8.49,0.14,667,No,1
25.0,male,38354.0,1,RENT,4500.0,VENTURE,6.92,0.12,656,No,0
24.0,male,39099.0,2,RENT,4500.0,MEDICAL,7.29,0.12,580,Yes,0
23.0,female,40158.0,3,RENT,4500.0,EDUCATION,7.49,0.11,639,Yes,0
22.0,female,48780.0,0,MORTGAGE,4800.0,EDUCATION,5.42,0.1,595,No,0
22.0,female,40596.0,0,RENT,4500.0,PERSONAL,7.88,0.11,681,No,0
23.0,male,40603.0,0,RENT,4500.0,DEBTCONSOLIDATION,15.05,0.11,649,No,1
21.0,female,49332.0,0,MORTGAGE,8000.0,DEBTCONSOLIDATION,6.92,0.16,668,Yes,0
22.0,male,43095.0,0,RENT,4500.0,VENTURE,14.27,0.1,629,Yes,0
23.0,female,43079.0,2,RENT,4500.0,PERSONAL,10.59,0.1,657,No,0
24.0,male,42780.0,0,RENT,4500.0,MEDICAL,12.87,0.11,652,No,0
22.0,male,49363.0,0,MORTGAGE,8000.0,MEDICAL,10.74,0.16,628,Yes,0
23.0,female,49078.0,1,MORTGAGE,14000.0,VENTURE,11.01,0.29,521,Yes,0
21.0,female,43944.0,0,RENT,4500.0,EDUCATION,6.62,0.1,603,No,0
26.0,female,48939.0,3,MORTGAGE,16000.0,MEDICAL,11.01,0.33,542,Yes,0
26.0,male,41812.0,4,MORTGAGE,12250.0,PERSONAL,6.91,0.29,597,No,1
22.0,male,44119.0,0,RENT,4500.0,EDUCATION,6.17,0.1,495,Yes,0
24.0,male,44145.0,0,RENT,4500.0,VENTURE,7.14,0.1,667,Yes,0
22.0,female,48633.0,0,OWN,6000.0,MEDICAL,9.25,0.12,619,No,0
22.0,male,45723.0,0,RENT,4500.0,VENTURE,11.03,0.1,517,Yes,0
23.0,male,48808.0,1,MORTGAGE,7000.0,MEDICAL,8.88,0.14,627,Yes,0
24.0,male,45951.0,1,RENT,4500.0,PERSONAL,5.42,0.1,636,No,0
24.0,female,49231.0,4,OWN,6900.0,PERSONAL,6.91,0.14,641,No,0
22.0,male,39716.0,0,RENT,4500.0,MEDICAL,9.63,0.11,536,No,1
24.0,female,46965.0,4,RENT,4500.0,MEDICAL,10.83,0.1,638,No,0
23.0,male,46726.0,1,RENT,4500.0,EDUCATION,7.88,0.1,659,Yes,0
24.0,female,41736.0,3,MORTGAGE,7000.0,DEBTCONSOLIDATION,14.09,0.17,578,No,1
24.0,female,47690.0,2,RENT,4500.0,VENTURE,10.99,0.09,694,Yes,0
22.0,female,49316.0,0,RENT,4500.0,EDUCATION,13.43,0.09,649,No,0
22.0,female,48977.0,0,RENT,4500.0,EDUCATION,7.66,0.09,599,No,0
26.0,female,48722.0,2,RENT,4500.0,MEDICAL,7.74,0.09,634,No,0
25.0,female,49314.0,1,OWN,12000.0,EDUCATION,14.83,0.24,681,Yes,0
